geoid,x,y
71234,-92.34028128349964,32.64267474471683
88434,-103.33986836011692,35.123497494486
10037,-73.93735892049287,40.81278956816944
78840,-100.9233660815502,29.74464256907886
75751,-95.91597816297543,32.07841696668456
76437,-99.02091049133536,32.38748683055533
75941,-94.76237706669264,31.18155794183673
76470,-98.6691926338696,32.500231198608965
76082,-97.7180227264876,32.97057517116848
77484,-95.9292655927567,30.079844334945037
78076,-99.13419904591164,26.93141952561304
77859,-96.51578456307058,30.881122350655797
75482,-95.609256970231,33.16866373929009
24589,-78.75551213227796,36.75577477861199
23513,-76.23949093359136,36.89129284087516
36051,-86.48743449499906,32.68788809345304
35126,-86.65224873264945,33.72957740260119
26508,-79.89675733505523,39.5997888323341
26378,-80.4443201235435,39.12147730920704
25541,-82.12585972546503,38.45932768492943
26866,-79.2511112984786,38.80322157304519
25063,-80.92643422764435,38.57805036343375
00767,-65.89472737944327,18.070057329260106
77316,-95.68480817059744,30.30984659694631
92040,-116.883557986418,32.90578693512273
96001,-122.45524769609804,40.57660861864085
90211,-118.38531828105776,34.06286248098556
90814,-118.14319180176928,33.771121356819194
92866,-117.84455522301032,33.78342225302191
65254,-92.8540321781506,39.21329334459346
95369,-120.41277945580455,37.52375308410929
96091,-122.77979204259448,41.0451629270579
93546,-118.85175774643945,37.60522764998495
95605,-121.5387211088299,38.592511867855286
93461,-120.26928947931611,35.63531902778809
94019,-122.40344078536684,37.447074683961546
78387,-97.5521754960217,28.08254994475328
77954,-97.29533655583712,29.09655361877625
01585,-72.16433394860368,42.23795093708078
49258,-84.6581969732423,42.06009554035877
48202,-83.07843598118423,42.37436791793693
48456,-82.75650396029981,43.67124078164348
66040,-94.73855439376362,38.35397787879446
66419,-95.59922893186688,39.35670385700149
82630,-107.2560649207135,43.3338879261728
82225,-104.31398880061984,42.95395204012093
25565,-81.96775932535063,38.11054473731725
90265,-118.84981772684188,34.07273286082386
25962,-80.8104365697792,37.96975333018561
25045,-81.32400979478211,38.45674354167347
25043,-80.98970403134538,38.44084370424226
24986,-80.19487167517306,37.911578510750886
25514,-82.51701425019549,38.082750512281024
08006,-74.11113525213025,39.752201729239694
03101,-71.46685360029564,42.989426987146665
68440,-97.01148929582446,40.05251815799776
68531,-96.71152739016205,40.90134566091327
69210,-99.8491957607982,42.39684910131
68183,-95.93978294670912,41.25711875109912
77448,-96.08738800247988,29.413227477839825
11414,-73.84603009228687,40.65877600131787
95431,-122.51867837619318,38.34853731974773
50608,-92.96013918463224,42.58764739601877
29349,-82.06916479947385,35.06928621372425
29710,-81.22438396099001,35.10559670855286
29944,-81.03538949872515,32.79126241174788
35085,-86.73705642071747,32.97883104508156
08056,-75.25039126859569,39.78354944363665
58831,-103.65889003317184,47.84717995653262
71071,-93.45176023824132,32.91842792560259
04758,-67.84734005677032,46.554263488733525
04260,-70.29544204789156,43.96387515801688
04294,-70.27045554781967,44.62370072770363
04570,-69.63190189862718,43.80773209206722
04740,-67.85478968841134,46.643175520604814
21622,-76.17562054792502,38.40933539848072
78661,-97.74551582703698,29.72820657556037
35580,-87.27401159898778,33.70203903913451
36029,-85.9294954014703,32.18385490833548
36432,-87.04182530884933,31.29992684723297
72530,-91.95666981099536,35.613402032786624
72087,-92.83296612559172,34.60056267106565
84063,-109.69430207795251,40.20974840877957
84530,-109.408056254672,38.23714279674381
84761,-112.87191274936336,37.84315827802404
84037,-111.9149380212486,40.993126364605104
84713,-112.54639234961364,38.33004825128911
19383,-75.60373155816399,39.937473014610205
17034,-76.78454205985977,40.20674077072101
17508,-76.21099132781909,40.12377204864995
15745,-78.91143735934276,40.62187780155504
99767,-150.1416425559443,65.49690298778398
15348,-80.00045990724014,39.98749373040854
18065,-75.60792974370426,40.69490731911663
56628,-93.52155019513624,47.69617066012015
32008,-82.9029700997646,29.90371038174909
32681,-82.21789352250875,29.42770171631472
31029,-83.92921889869817,33.038665840005706
61051,-89.76154489123255,41.98287263058376
93285,-118.5096138231296,35.72339964561745
96076,-122.92916380700464,40.37521550547569
95327,-120.48650466219804,37.85002527452355
95454,-123.51618568821004,39.77963745398599
29424,-79.93769826178308,32.786166461764
57780,-102.45850741082408,43.77751917871491
14810,-77.34636964131253,42.34658597497977
14058,-78.16242409038983,43.10227750193893
44481,-80.86160589898266,41.22606349233261
45209,-84.42943423771928,39.152940405603374
41180,-82.8609537807376,38.1342004876967
57021,-96.97810489973504,43.27173733185313
52036,-91.34288693213436,42.472305480507366
51637,-95.11816362222108,40.619245320922175
76692,-97.33423154486684,31.95919737794284
20646,-76.99930284478548,38.52099753680295
21136,-76.80982961006252,39.48515869419344
01741,-71.35052246914815,42.53062547934611
74522,-95.67610915539484,34.8821341625988
97639,-121.4991661147237,42.43478144463914
97536,-122.51186896794916,42.78283410751188
97462,-123.38612373607285,43.489450712015376
97380,-123.94184883543186,44.77211963639432
87419,-107.55272361753184,36.887497525809415
71772,-93.12531740567944,33.8351562723707
44232,-81.46317218129862,40.932453702493184
80503,-105.20714122004048,40.16765368714045
80512,-105.56971264999687,40.62998322912074
81323,-108.27846293258804,37.64914158999317
31329,-81.34427900776065,32.425883244269706
11970,-72.57464673681197,40.94192117205655
30912,-81.98809792920339,33.470241950137
31771,-83.64789096278324,31.24353825271117
10505,-73.74586906037186,41.34291959123784
54531,-89.78852101109531,45.74959843629227
54931,-88.66804904770065,44.27033201857198
15952,-78.7723688064209,40.30471434034162
06232,-72.37566097903,41.73347541672173
06090,-72.86382112932809,41.94686338543971
81152,-105.39359890015275,37.12607785239936
32331,-83.63014664320109,30.45754347672994
11579,-73.64325761088496,40.84253076643554
66112,-94.76963263837295,39.11502868219924
28645,-81.5426643327388,35.97674503490433
28562,-77.12495703742024,35.08056715298022
27332,-79.13529466024406,35.37877581547005
27983,-76.94635825560951,35.98178016544569
28164,-81.038509721425,35.39096311624113
27301,-79.66754611136608,36.11414474070173
27707,-78.95505244815362,35.957348816421266
27886,-77.52221212139963,35.903018335765566
25112,-81.76670753107891,38.38076258946367
82729,-104.386292905734,44.36333035586035
82712,-104.12325395921862,44.52614611364066
15434,-79.87737698964007,40.078780881334445
21869,-75.88803442771075,38.4336407008053
27411,-79.77173380983963,36.0764286710263
54926,-89.01865383378986,44.6154503149369
74866,-96.84573504444202,35.06672746471822
97326,-123.61398769156042,44.62689292955104
78881,-99.50972293562248,29.39544375034832
03581,-71.13389638498329,44.34234594348395
79846,-103.98573715586032,29.41678617973939
45841,-83.73589760067757,40.87836872090112
65278,-92.41287018826164,39.3422021415552
64432,-94.65937840456937,40.26374199355009
06450,-72.77421766149529,41.53318085864949
06753,-73.34422830127585,41.824563086611306
52312,-91.24519749531676,42.00613766242062
49880,-87.22436471226544,46.11731400986275
61955,-87.58750675388615,39.58318909916274
42729,-86.09810764214595,37.302947466940736
43717,-81.55651574420907,39.79169420678363
76654,-97.01462625712873,31.72990450933796
83301,-114.52228372245622,42.3943500891577
83226,-114.06834424077236,44.4070849326959
83622,-115.88868369675066,44.10634256571812
83861,-116.57803203527938,47.24892740914546
73567,-98.17150678287658,34.74717397156379
73842,-99.21424250438734,36.82124104425216
68182,-96.00924369792172,41.25716936036999
66961,-97.7763926298652,39.69010414528429
19943,-75.60523398971773,39.00514308906853
32328,-84.91358967419349,29.848210656416025
20418,-77.04762028887393,38.89286589725194
35036,-86.91510642004593,33.64214456575476
84537,-111.17425376988584,39.30021357190794
27412,-79.81047664595114,36.0689917727449
77426,-96.24785410853708,30.11745913480308
79517,-101.24131645738125,32.87748491183544
04088,-70.71914088832382,44.19360019778982
97640,-120.6537476197261,42.90726092590426
07880,-74.88629957959131,40.873898478268
16140,-80.51437751547452,41.09506389025072
26815,-79.35988394635248,38.4898231563944
17880,-77.12362502953577,40.89073997125077
17606,-76.30429892927194,40.112127658871366
15346,-80.07491618372924,39.93580090114667
01033,-72.50351882315054,42.26008896082845
52307,-91.90249795240422,41.79257263310856
39086,-90.75919125172148,31.962347626463405
13747,-74.98209065432796,42.48932419234741
28318,-78.6181238814038,35.0162884342929
45677,-82.75203227395119,38.79518426799778
74946,-94.45317844586542,35.39712755104492
50227,-93.4277400699102,42.59384061974448
85911,-110.45919965341425,34.14860087459552
31825,-84.66968288205813,32.1085803762001
84762,-112.72476043932126,37.46910579958268
04781,-68.61960238127126,47.14659412942979
23147,-77.03985330519419,37.36915972615652
07014,-74.13733396531937,40.83263182163895
81331,-108.86357627923049,37.51360900324056
03043,-71.81526896002998,42.99545657632883
16550,-80.08501852078501,42.13385177030986
40357,-84.10932724104627,38.14491235906775
80293,-104.98983861885112,39.746091836016646
44630,-81.40411483156866,40.92701516919946
76909,-100.46534071533696,31.441177917242044
04267,-70.76976872717003,44.22466170398095
30070,-83.89580911465188,33.57316142319573
15691,-79.68339535739653,40.29690331970433
14856,-77.37020895624723,42.38039435105173
45501,-83.80718651434287,39.92648843783454
25305,-81.61307677239695,38.337052063224405
30332,-84.40368581853197,33.776374123951115
74082,-95.88076891113454,36.4489204732688
97346,-122.37814096707406,44.7704286788934
05904,-71.70818857957872,44.41444223112208
77843,-96.339877404943,30.614929374961104
36564,-87.91451967527854,30.46972234648932
11556,-73.58213528459794,40.72035230149228
61424,-89.63517610376685,41.07650615345286
04353,-69.61250986623288,44.20506801756403
82922,-110.4346110945002,43.1349325316148
19735,-75.59832641853026,39.80611968865399
37232,-86.80279583358661,36.141175847545824
97432,-123.42846872414763,43.105375449523216
83525,-115.39425017015128,45.737650169178295
43553,-84.22193575852248,41.53119470668045
74943,-95.1066853764373,35.10034140566516
54127,-88.26883528151966,44.79682876577793
35573,-87.55047722590348,33.90151347210745
54637,-90.27014636687632,43.87944242369977
29425,-79.94767539643179,32.784899089209546
15705,-79.16010010492344,40.616128492669645
16684,-78.2969423697017,40.63520875388458
17504,-76.32833453580707,40.024345036460886
99014,-117.5973293679328,47.56221893887087
50593,-94.89829368459183,42.658044562291
98609,-122.8651824982395,46.07266522176725
30414,-81.98543764041231,32.156530405440975
28362,-79.12848020866083,34.37177135146373
95675,-120.74333497194849,38.545208198714384
46624,-86.25165561350468,41.7024564800464
43007,-83.40564185308394,40.33133686952436
16601,-78.3739706351238,40.553052068441936
17740,-77.26110770025606,41.23454012566479
15557,-79.20894279995473,39.927026226192886
16749,-78.42208451611533,41.75629393982723
16335,-80.15361813512766,41.63147455964463
16701,-78.77421215945674,41.91058281294376
16914,-76.77579399427543,41.86167381860053
19082,-75.27017382719916,39.96150207785776
30540,-84.5437934647651,34.724250491310926
30175,-84.5277214605662,34.54181104623936
30734,-84.71504773683921,34.535495980571774
30107,-84.34744744109278,34.33510033615482
30445,-82.58365873724345,32.16683136275029
31639,-83.19331201753806,31.21251124583335
31096,-82.70574669985311,32.719095033060235
30223,-84.28072416953862,33.28707031881609
48374,-83.52355683871623,42.472080092416014
48309,-83.18284791277605,42.65887186170348
07628,-73.99209861597511,40.94547318041956
07440,-74.29583736988099,40.945093313730645
07086,-74.01649100435765,40.766992502496834
59068,-109.45581896052067,45.15915032154036
63435,-91.58233121694204,40.20332018343751
65653,-93.11673716845192,36.78203418619071
64656,-93.69257734946342,39.67839255153568
98014,-121.84038874864264,47.697026114106606
59825,-113.66439361017406,46.66030812167861
59086,-110.65318870026633,46.05623497089681
59046,-108.98582874113832,46.391198129701664
59528,-110.42603960459132,48.62362675446966
37072,-86.74457905295964,36.35551941200618
37664,-82.50880338861377,36.51067373905961
57702,-103.38476242811926,44.0306549469381
57772,-102.51894835946368,43.48170061294493
62801,-89.13994969058253,38.51133634358168
62305,-91.346251021092,39.92848112717546
27889,-77.02223376266879,35.58878914884586
27565,-78.64521234259112,36.36164763014102
60924,-87.88378076687476,40.559175716556176
45769,-82.04334008986831,39.10595309959339
40403,-84.2652307204323,37.571319161613175
42431,-87.47412833511098,37.3335433127344
42164,-86.179538245304,36.77163072602211
40511,-84.47521190152419,38.13272328175118
40004,-85.47074872855421,37.80238131132099
40056,-85.48866983637005,38.306781694624576
41064,-84.06928493561243,38.51483424857032
40143,-86.50502787485702,37.78588035602737
42025,-88.33576330753768,36.85829101865362
45122,-84.1264142823631,39.224013373066704
42602,-85.13345052689695,36.73145782803961
53538,-88.87381967832644,42.91737947604753
53105,-88.27958309864383,42.66395820205971
54525,-90.22563378097198,46.43596436989119
45806,-84.12737815872751,40.675682405579536
44107,-81.80159634515937,41.481999498244825
43926,-80.62259983003617,40.513608746683296
50455,-92.65051522429408,43.45763542543127
50440,-93.0692011357674,43.33277407220036
50311,-93.67326148662426,41.60142184728505
56044,-93.93433750443704,44.56207552521532
56630,-94.4980576206831,47.74489822912883
55051,-93.33241723341509,45.93878126810248
56058,-93.9149730034121,44.44370327751046
64477,-94.45377095854516,39.577564916403006
58472,-98.659827251807,46.64148681167823
58004,-97.2623702984458,47.02728298428252
58581,-99.7983193505349,46.0464222461
86046,-112.17436183603674,35.43726440889087
86031,-110.06450712664498,35.35364945368457
33612,-82.45083697975467,28.05009908005264
33830,-81.80542270073366,27.88195614758548
32610,-82.342698010667,29.64156994938985
32091,-82.11307417369349,29.93141509530512
33967,-81.81208913862649,26.47291458121283
32909,-80.65498129180892,27.90492704319803
46167,-86.47161720171579,39.87778348657318
47112,-86.14570304507401,38.19292043023316
24315,-81.05469683003525,37.13911742799721
22842,-78.69797800131674,38.77158180884903
23832,-77.59563718550147,37.39427890758623
23803,-77.47962319097482,37.21149780242973
24088,-80.07916121432746,36.89466146430625
22572,-76.77342527202994,37.97391888824236
97338,-123.33744397755947,44.93787150032743
16125,-80.36992273353965,41.40584403193601
97527,-123.382837055119,42.37569611748111
16151,-80.20507231941887,41.44241170504149
18431,-75.25476538613327,41.62214783313479
39350,-89.12931065153153,32.79713454870781
39483,-89.92608593410672,31.23444493800946
39211,-90.12278812931014,32.372082534475666
39180,-90.90235723929416,32.22226658913669
39338,-89.2329253454427,32.1110928741758
72015,-92.58996310321308,34.49309816220948
72556,-91.95726024275308,36.02455192767521
72832,-93.66821535980404,35.427723140460955
72459,-91.29957326190264,36.27959717003808
74457,-94.82008799499432,36.03221505848699
74048,-95.6512260376013,36.69265630493127
73736,-97.68738035895208,36.34684752377769
73628,-99.68737803679478,35.62620652880441
71342,-92.14081462925972,31.60053464049654
88007,-106.99813350489428,32.37094606457117
87305,-108.73163144913524,35.40372657562154
87499,-108.247143345303,36.32078402987327
11548,-73.61666724952073,40.81195986562001
87825,-107.66288541617855,33.943733489656005
75462,-95.48381121752784,33.6210716370487
77021,-95.3568647447398,29.697119256549392
78046,-99.36784871407406,27.383645553537328
77378,-95.37548899880927,30.459353058765934
78393,-97.35388988917283,28.181293837456145
79079,-100.24928010390067,35.20732383501968
76905,-100.3150099765954,31.500171192231697
78653,-97.5203662415603,30.33781017017705
75766,-95.25206983074268,31.946018109510646
76065,-96.98802361340049,32.470948158618675
23870,-77.49994495300653,36.75271930874696
23842,-77.22139025566395,37.13628439342124
35957,-86.19539487562784,34.19066820946539
35007,-86.7934430047845,33.218032016079
26264,-79.82244394803244,38.589184554806224
25301,-81.63438677171727,38.3508834112217
25126,-81.3602329540427,38.19216399238519
00612,-66.70446862230902,18.412798928747517
77554,-94.91836724786994,29.23538469281705
92544,-116.85939922381516,33.64594954936903
95206,-121.4102943668962,37.89625652873097
95041,-122.0576791346209,37.05122715209347
95472,-122.86595632688608,38.39828846422637
95963,-122.3035026144005,39.7367748281408
92273,-115.69874449008948,32.803575800740305
96078,-122.17670340722805,40.08253143443938
13440,-75.4588900600777,43.218694640946815
10473,-73.86028603280944,40.81830065420338
92283,-114.79466831840628,32.83761846853825
75554,-94.7852020647543,33.58581912571751
75661,-94.15512940033943,32.63789346145821
75803,-95.6671709503465,31.8742614117984
76502,-97.40995019039028,31.09114170842249
01570,-71.8482867932723,42.0522102343151
49663,-85.39154797560066,44.42543159268601
01608,-71.80036154103699,42.26378569280418
67202,-97.33526654412402,37.68612686160981
54850,-90.6200171489951,46.91665282549091
82930,-110.59568313427248,40.979896840197306
98237,-121.69722181171672,48.53257979275616
95053,-121.93654350439344,37.349011939237165
10036,-73.98993506727703,40.759718386608256
03447,-72.14798533732662,42.75937421533272
69141,-102.93548499522838,41.30426576224201
68785,-96.72207712574662,42.42732814718722
76104,-97.316986008213,32.72842984886209
85922,-109.18888581322574,33.49567227251751
90089,-118.28688065577111,34.02123427778905
95246,-120.4945179813358,38.235544244333504
50026,-94.4487696881261,41.85735978921871
29620,-82.42804957409987,34.18147425924141
29016,-80.99235204466918,34.202555390104884
07927,-74.45619446884669,40.82377101595283
04236,-70.14437597295769,44.19053152439095
04864,-69.24409295086551,44.12988439806301
98362,-123.31949912060487,48.016117874121214
83422,-111.2397187595033,43.70416814072421
62824,-88.34742337884332,38.67044743063282
78622,-97.78041085452551,29.774691703606013
35179,-86.9695029394747,34.269841796447
36582,-88.17808986227269,30.516600364077256
36108,-86.4047978287059,32.33951030531198
35541,-87.17983855480486,34.080007922396845
48039,-82.55028394379852,42.69674370542924
49862,-86.71521841978398,46.380217229557495
17077,-76.53686746627564,40.402873123465454
19436,-75.24416101854302,40.20333165784153
17979,-76.20043647815301,40.56743786244317
17576,-76.19715158640898,40.03647840064611
19095,-75.15071463135232,40.084950256193366
99613,-155.4316805751831,59.13563046202816
87830,-108.73917912725764,33.7035117273445
87573,-105.7078749985852,35.771254284902966
99775,-147.8436128960859,64.85627762927123
15034,-79.89064168006594,40.348401320876086
39482,-89.57981577740914,31.37238159716276
32361,-83.98841255102194,30.357810037444008
62231,-89.32660846160412,38.64343457445397
60458,-87.83663555305525,41.74873267140461
38260,-89.21048698839309,36.36894662395649
35961,-85.86197891775006,34.27819678885355
36024,-86.03290147527696,32.66624305541876
35072,-86.06189656619476,33.090096556489755
95514,-123.67103945052727,40.29191871677171
38618,-89.93357596987683,34.702238340197376
11355,-73.82093573396526,40.750179594251065
14201,-78.88884454536151,42.897059062164615
11697,-73.91268862957371,40.55679560373755
40078,-85.14800869379552,37.842684318286935
40507,-84.49594009576059,38.04606078443792
42533,-84.59272976546461,37.06818827568832
57007,-96.78300854079046,44.31960194312968
21005,-76.16647739033023,39.44084255072762
02717,-70.98418374213801,41.75424923307995
20851,-77.12053676277426,39.076882056166085
97760,-121.231914203956,44.38681439528472
97868,-118.8715529109462,45.407869523593526
35466,-87.91641730781967,33.2588788009169
22722,-78.22657167780454,38.4632651892932
36775,-86.95295206782741,32.19980898725913
24570,-79.42875756317378,37.34984796385395
72829,-93.17739654082386,35.09864237797656
81623,-107.20905710715545,39.24466754956014
81137,-107.6165421618551,37.055116512902025
80433,-105.29687634817004,39.497120590809
30606,-83.43092387947104,33.93738577804604
30346,-84.34118595760974,33.92161292208423
30090,-84.5485117018415,33.95332700024865
53583,-89.81184382928716,43.25653244575948
52774,-90.59476707380765,41.90484525187153
15031,-80.15959851017243,40.34614607883257
06067,-72.66390392548126,41.65708533028008
06066,-72.4606351395005,41.836285058730525
11719,-72.9135660735032,40.7795882718481
28115,-80.77458887733255,35.581516784722815
28625,-80.88665226599403,35.86466036649183
27041,-80.4840637226196,36.41608940071354
28607,-81.64540700769834,36.214705783002806
28458,-78.07956992802366,34.81789104986281
28379,-79.78266131514073,34.92978090088533
99149,-117.47692499329769,47.22619143737487
82224,-104.888430924741,42.9369056116711
93254,-119.7480221541744,34.925385636171924
10007,-74.00862917826723,40.71392027467248
26424,-80.17380850665204,39.28083441836636
32464,-85.95663165012093,30.89737329832432
74458,-95.58530587423505,35.88067503718229
61112,-88.9737470508507,42.2388706864182
97880,-118.89322948689498,45.08533503257664
97846,-117.10969327482744,45.2746346764494
97463,-122.4053652702338,43.74062753380267
75630,-94.55774238017332,32.875269388649784
30018,-83.80169400460757,33.71752412166586
99685,-166.47205446460055,53.87818675273539
79505,-99.84043867226524,33.56346638852968
35491,-88.09784043023022,32.936002175700416
37756,-84.40600194134397,36.30063544473893
61334,-89.0998105534371,41.14768327572884
50040,-94.0989249150385,42.17306139749813
95545,-124.08601992549868,40.26098480918566
49808,-87.87623387395311,46.81067680569104
49884,-86.35585469535489,46.41733531854761
00911,-66.05658125565091,18.45115604814623
58006,-97.2019598080032,47.09727892798827
79018,-102.33781830487077,35.694160006857885
67862,-101.95393159074784,37.47929481465911
83227,-114.49474451215406,44.16520851839136
25913,-81.47372581521913,37.70759019259496
66522,-95.93886532300655,39.86700012073649
20551,-77.04615094269784,38.89254852836562
75687,-94.96317135944987,32.10790438715792
80813,-105.09222905076784,38.76282206948633
10919,-74.38148997704724,41.53040120790543
04259,-70.0088589156928,44.22738758643927
93207,-118.63035914698688,35.887954805958785
98548,-123.29277137897331,47.47104166081632
80735,-102.25024962269192,39.71567058598386
02876,-71.57781186582996,41.998811020947215
36101,-86.29776309785177,32.381832648148915
54629,-91.66644868529902,44.16006779262332
98862,-120.22769228362986,48.58503671060543
81141,-105.89526264275784,37.16287174282442
38733,-90.73574310634828,33.74334690650143
34487,-82.61265534652688,28.7816287212406
32723,-81.30457069380526,29.034582897102865
27562,-78.98059781685443,35.64191084335783
08832,-74.31484241126806,40.50964499667489
38389,-89.1217753704592,36.10281683499759
40448,-84.75754545027958,37.45692888545148
84716,-111.44965182863444,37.97171320598669
52168,-91.95357905422466,43.203484987881126
70397,-90.823736048397,29.384080004679188
23130,-76.26404546413214,37.38884768990537
08544,-74.65780945529706,40.34637956500921
89823,-115.22747059949424,40.96411484076254
17887,-76.889533647397,41.07499688366696
92275,-115.88100826138935,33.20802905628028
85236,-111.71911741761475,33.32136730883978
44555,-80.64975020488767,41.10718377671719
83414,-110.94978923612896,43.88822642718639
04234,-70.19387086988999,44.61613443394042
27202,-79.50611763282123,36.18552673738967
13024,-76.57422161259794,42.93459105214427
71497,-93.09813779597926,31.74808452736428
59489,-109.2555137678878,47.64017885920589
62852,-87.86560507434174,38.35098433168804
60969,-88.1495347949417,41.111130199144846
37929,-83.91608460864947,35.96234851030315
15290,-80.019317904175,40.457755909429714
02762,-71.33638336873372,42.01407401726387
32306,-84.29440420334295,30.442818542179392
85026,-111.9722029398427,33.44943582127055
83656,-116.79762219866656,43.72435490124542
72615,-93.01101828776174,36.31516071623498
40221,-85.75312023418026,38.18665701148613
56525,-96.75333647618672,46.67484519511449
33530,-82.17220117037488,27.90784772840368
92161,-117.232046309236,32.87474314460459
85721,-110.9496791081874,32.23109006241973
91371,-118.5768450047386,34.185526459059886
83253,-113.77289769641445,44.54654984267336
83215,-112.8126590531828,43.44313685440209
04341,-69.5548910557912,44.26021936289204
02823,-71.54274608009503,41.730558380795856
99850,-135.48496762950785,58.489127779264265
15324,-80.06519158161373,40.10041205934358
47420,-86.54978302080472,38.92035891643627
36476,-86.54570878381885,31.35299405954678
47021,-85.1484909409939,38.9702174411518
76598,-97.7349515814147,31.47578754973884
46789,-85.196489818814,41.58158254502517
27594,-78.16629038094614,36.47278418894587
46045,-86.14974582343973,40.29079763950352
28282,-80.84525584248532,35.2248195557598
70457,-90.11337691800423,30.52753469441487
15139,-79.83519125797606,40.52116661368126
19506,-76.12668721157263,40.45949547377103
15317,-80.16673592607856,40.270554029988
15370,-80.17960629886421,39.87337336973119
15541,-78.98258987198751,40.05084550599407
30507,-83.76725615586759,34.259490946810814
30530,-83.38305410582723,34.22695292879253
30457,-82.5652791645861,32.39853869023279
30741,-85.28109273155137,34.95123618313679
31308,-81.47959139292733,32.17483702028754
31014,-83.34421858101108,32.41401496953513
89123,-115.14963887471568,36.03520567689091
48336,-83.3470601246831,42.463040116921846
48614,-84.30159253486144,43.251311355907696
07457,-74.31329791696717,40.9937564750482
08243,-74.6951627666439,39.154367715814935
